Age,Candidate,Criminal_Case,District,Education,Liabilities,Party,State,Total_Assets,Winner,Year
64,MUDALAGIRIYAPPA C P,0,Chitradurga,Post Graduate,"Rs 26,96,000",BJP,KARNATAKA,"Rs 1,93,11,500",No,2004
66,PARAMESWARAPPA S,0,Chitradurga,Post Graduate,Rs 0,JP,KARNATAKA,"Rs 70,60,000",No,2004
40,VENKATESHA C,0,Chitradurga,Post Graduate,Rs 0,KNDP,KARNATAKA,"Rs 1,25,000",No,2004
94,RAMCHANDRA VEERAPPA,0,Bidar,Literate,"Rs 8,16,000",BJP,KARNATAKA,"Rs 24,80,708",Yes,2004
27,DHANAJI BHIMA LAMANI,0,Bidar,Not Given,Rs 0,RSPS,KARNATAKA,"Rs 60,000",No,2004
60,MOTIRAM CHOWDHARY,0,Bidar,Post Graduate,"Rs 45,00,000",JD(S),KARNATAKA,"Rs 54,72,000",No,2004
56,M. SHIVANNA, 1 ,Chamarajanagar,Graduate,"Rs 10,000",JD(S),KARNATAKA,"Rs 9,42,100",Yes,2004
55,A SIDDARAJU,0,Chamarajanagar,Post Graduate,"Rs 3,00,000",INC,KARNATAKA,"Rs 21,64,500",No,2004
65,MK KEMPASIDDAIAH,0,Chamarajanagar,Post Graduate,Rs 0,JP,KARNATAKA,"Rs 94,72,000",No,2004
50,MULLURU NAGARAJU,0,Chamarajanagar,Not Given,Rs 0,KNDP,KARNATAKA,"Rs 20,000",No,2004
52,NARSINGRAO HULLA SURYAWANSHI,0,Bidar,Graduate,"Rs 76,511",INC,KARNATAKA,"Rs 25,95,002",No,2004
39,SURENDRA NARENDRA DANDE,0,Bidar,Not Given,Rs 0,KNDP,KARNATAKA,"Rs 8,00,000",No,2004
52,N CHAMARAJU,0,Chamarajanagar,Graduate,Rs 0,JD(U),KARNATAKA,"Rs 1,55,000",No,2004
64,N RANGASWAMY,0,Chamarajanagar,Post Graduate,"Rs 18,65,000",USYP,KARNATAKA,"Rs 52,75,000",No,2004
43,N SHIVAMALLU,0,Chamarajanagar,Post Graduate,Rs 0,BSP,KARNATAKA,"Rs 4,00,600",No,2004
53,S PUTTANNA,0,Chamarajanagar,Graduate,Rs 0,IND,KARNATAKA,"Rs 9,75,000",No,2004
41,G. KARUNAKARA REDDY,0,Bellary,Graduate,"Rs 4,16,228",BJP,KARNATAKA,"Rs 1,09,30,950",Yes,2004
26,GHOUSIA BEGUM,0,Bellary,10th Pass,Rs 0,IND,KARNATAKA,"Rs 5,08,000",No,2004
43,GULAGI NAGARAJ B,0,Bellary,Graduate,"Rs 14,02,962",JD(S),KARNATAKA,"Rs 1,87,72,392",No,2004
37,IDLI RAMAPPA, 3 ,Bellary,Post Graduate,"Rs 44,108",CPI(ML)(L),KARNATAKA,"Rs 4,990",No,2004
58,KAMALA NABHAN B, 1 ,Bellary,Graduate,"Rs 11,13,967",BSP,KARNATAKA,"Rs 49,40,377",No,2004
53,KONDAIAH K C,0,Bellary,12th Pass,"Rs 85,000",INC,KARNATAKA,"Rs 98,05,000",No,2004
46,NARAYANA MOORTHY P,0,Bellary,Post Graduate,Rs 0,IND,KARNATAKA,Nil,No,2004
37,SOMASHEKARA K,0,Bellary,Not Given,Rs 0,IND,KARNATAKA,Nil,No,2004
45,BHADRAPPA,0,Bangalore South,Graduate Professional,Rs 0,IND,KARNATAKA,"Rs 7,25,000",No,2004
44,DR MANJUNATH B R,0,Bangalore South,Not Given,Rs 0,IND,KARNATAKA,Nil,No,2004
71,GUINNESS HOTTE PAKSHA RANGASWAMY,0,Bangalore South,Graduate,Rs 0,IND,KARNATAKA,"Rs 15,00,000",No,2004
50,JAYANTHI,0,Bangalore South,10th Pass,Rs 0,JD(S),KARNATAKA,"Rs 1,30,000",No,2004
51,KRISHNAPPA M,0,Bangalore South,Graduate,"Rs 1,54,51,501",INC,KARNATAKA,"Rs 22,89,24,447",No,2004
54,SRINIVASA  RAO S V, 2 ,Bangalore South,Post Graduate,"Rs 55,13,986",IND,KARNATAKA,"Rs 1,13,05,000",No,2004
61,DR. H.T. SANGLIANA,0,Bangalore North,Graduate,Rs 0,BJP,KARNATAKA,"Rs 76,66,050",Yes,2004
55,IBRAHIM C M,0,Bangalore North,12th Pass,"Rs 85,987",JD(S),KARNATAKA,"Rs 5,42,07,000",No,2004
70,JAFFER SHARIEF C K, 1 ,Bangalore North,10th Pass,"Rs 7,92,842",INC,KARNATAKA,"Rs 2,79,65,887",No,2004
80,BAGUN SUMBRAI,0,Singhbhum,10th Pass,"Rs 2,00,000",INC,JHARKHAND,"Rs 45,32,035",Yes,2004
40,LAXMAN GILUWA, 2 ,Singhbhum,Graduate,Rs 0,BJP,JHARKHAND,"Rs 15,53,589",No,2004
38,SUKHRAM ORAON, 13 ,Singhbhum,10th Pass,"Rs 30,000",AJSU Party,JHARKHAND,"Rs 15,17,000",No,2004
58,JOE SIMON,0,Bangalore North,12th Pass,"Rs 4,450",KNDP,KARNATAKA,"Rs 75,000",No,2004
37,MEER LAYAQ HUSSAIN,0,Bangalore North,Not Given,Rs 0,IND,KARNATAKA,Nil,No,2004
65,MOHAMAD IBRAHIM,0,Bangalore North,10th Pass,"Rs 1,28,000",IND,KARNATAKA,"Rs 45,95,568",No,2004
52,HEMLAL MURMU, 1 ,Rajmahal,Not Given,Rs 0,JMM,JHARKHAND,"Rs 16,80,400",Yes,2004
40,SOM MARANDI, 4 ,Rajmahal,Graduate,Rs 0,BJP,JHARKHAND,"Rs 7,48,228",No,2004
53,SUBODH KANT SAHAY,0,Ranchi,Graduate,"Rs 8,29,561",INC,JHARKHAND,"Rs 1,22,91,253",Yes,2004
41,BANDHU TIRKY, 2 ,Ranchi,Post Graduate,Rs 0,IND,JHARKHAND,"Rs 50,000",No,2004
62,RAM TAHAL CHOUDHARY, 1 ,Ranchi,Others,"Rs 2,19,104",BJP,JHARKHAND,"Rs 39,14,970",No,2004
47,UMA K,0,Bangalore North,Post Graduate,Rs 0,IND,KARNATAKA,"Rs 42,600",No,2004
50,VENKATESH M,0,Bangalore North,Post Graduate,"Rs 1,36,137",IND,KARNATAKA,"Rs 19,56,528",No,2004
48,ANGADI SURESH CHANABASAPPA,0,Belgaum,Graduate Professional,"Rs 88,52,490",BJP,KARNATAKA,"Rs 4,74,66,695",Yes,2004
43,AMARSINH VASANTRAO PATIL,0,Belgaum,Post Graduate,"Rs 28,57,650",INC,KARNATAKA,"Rs 79,48,439",No,2004
71,BALASAHEB PATIL,0,Belgaum,Post Graduate,Rs 0,SHS,KARNATAKA,"Rs 7,65,36,030",No,2004
40,JADHAV DATTATREYA NARAYAN,0,Belgaum,10th Pass,Rs 0,IND,KARNATAKA,"Rs 13,80,000",No,2004
60,JAMEELAHAMED REZA,0,Belgaum,Post Graduate,"Rs 1,90,000",JD(S),KARNATAKA,"Rs 40,56,000",No,2004
36,SIDNAL SHASHIKANT SHANMUKHAPPA, 3 ,Belgaum,12th Pass,"Rs 39,32,477",KNDP,KARNATAKA,"Rs 9,40,39,974",No,2004
52,V S SHAMASUNDAR GAEKWAD,0,Belgaum,12th Pass,"Rs 18,30,000",USYP,KARNATAKA,"Rs 1,14,98,000",No,2004
52,GADDIGOUDAR PARVATAGOUDA CHANDANAGOUDA,0,Bagalkot,Graduate Professional,"Rs 10,00,000",BJP,KARNATAKA,"Rs 53,75,000",Yes,2004
45,AARI NOORMOHD KASIMSAHAB,0,Bagalkot,Not Given,Rs 0,BSP,KARNATAKA,"Rs 2,80,000",No,2004
34,BASAVARAJ DEVARU,0,Bagalkot,Not Given,Rs 0,KNDP,KARNATAKA,"Rs 1,60,000",No,2004
71,PATIL R S,0,Bagalkot,Not Given,"Rs 22,41,000",INC,KARNATAKA,"Rs 75,06,766",No,2004
42,SANGLIKAR DHARAPPA SIDDAPPA,0,Bagalkot,12th Pass,"Rs 7,00,000",JD(S),KARNATAKA,"Rs 23,10,000",No,2004
35,MANOJ KUMAR,0,Palamau,Graduate,"Rs 1,25,000",RJD,JHARKHAND,"Rs 18,25,000",Yes,2004
46,BRAJ MOHAN RAM,0,Palamau,Graduate,"Rs 11,00,000",BJP,JHARKHAND,"Rs 32,50,000",No,2004
46,RADHA KRISHN KISHORE,0,Palamau,Graduate,Rs 0,JD(U),JHARKHAND,"Rs 9,91,283",No,2004
57,RAMESHWAR ORAON,0,Lohardaga,Doctorate,"Rs 3,64,452",INC,JHARKHAND,"Rs 92,38,423",Yes,2004
35,CHAMRA LINDA, 4 ,Lohardaga,Graduate,"Rs 3,536",IND,JHARKHAND,"Rs 26,000",No,2004
54,DUKHA BHAGAT, 1 ,Lohardaga,Post Graduate,Rs 0,BJP,JHARKHAND,"Rs 34,466",No,2004
45,BABULAL MARANDI,0,Kodarma,Graduate,"Rs 4,60,000",BJP,JHARKHAND,"Rs 5,00,000",Yes,2004
57,CHAMPA VERMA,0,Kodarma,Literate,"Rs 4,000",JMM,JHARKHAND,"Rs 38,20,435",No,2004
33,RAJ KUMAR YADAV, 8 ,Kodarma,10th Pass,Rs 0,CPI(ML)(L),JHARKHAND,"Rs 98,000",No,2004
60,SUSHILA KERKETTA,0,Khunti,Post Graduate,Rs 0,INC,JHARKHAND,"Rs 33,28,161",Yes,2004
64,KARIYA MUNDA,0,Khunti,Post Graduate,Rs 0,BJP,JHARKHAND,"Rs 18,06,733",No,2004
79,NIRAL ENEM HORO,0,Khunti,Graduate Professional,Rs 0,JKP,JHARKHAND,"Rs 10,18,906",No,2004
60,BHUBNESHWAR PRASAD MEHTA, 1 ,Hazaribagh,12th Pass,"Rs 2,50,000",CPI,JHARKHAND,"Rs 9,70,342",Yes,2004
35,CHANDRA PRAKASH CHOUDHARY, 2 ,Hazaribagh,Graduate,"Rs 61,668",AJSU Party,JHARKHAND,"Rs 11,10,000",No,2004
66,YASHWANT SINHA,0,Hazaribagh,Post Graduate,Rs 0,BJP,JHARKHAND,"Rs 1,56,37,769",No,2004
38,SUNIL KUMAR MAHATO, 3 ,Jamshedpur,Graduate,Rs 0,JMM,JHARKHAND,"Rs 30,58,500",Yes,2004
39,ABHA MAHTO,0,Jamshedpur,Graduate,"Rs 4,43,377",BJP,JHARKHAND,"Rs 66,16,966",No,2004
70,OMKAR NATH JAISWAL,0,Jamshedpur,Graduate,Rs 0,SP,JHARKHAND,"Rs 19,31,500",No,2004
59,SHIBU SOREN, 4 ,Dumka,10th Pass,"Rs 80,13,462",JMM,JHARKHAND,"Rs 37,76,022",Yes,2004
26,BAIJNATH MANJHI, 1 ,Dumka,12th Pass,Rs 126,BSP,JHARKHAND,"Rs 22,244",No,2004
60,SONE LAL HEMBROM,0,Dumka,Post Graduate,"Rs 1,02,000",BJP,JHARKHAND,"Rs 23,88,232",No,2004
62,CHANDRA SHEKHAR DUBEY,0,Dhanbad,10th Pass,"Rs 3,23,838",INC,JHARKHAND,"Rs 1,02,50,582",Yes,2004
68,A. K. ROY, 1 ,Dhanbad,Post Graduate,Rs 0,MCO,JHARKHAND,"Rs 76,803",No,2004
50,RITA VERMA, 1 ,Dhanbad,Doctorate,Rs 0,BJP,JHARKHAND,"Rs 39,47,004",No,2004
62,SAMRESH SINGH, 7 ,Dhanbad,12th Pass,Rs 0,IND,JHARKHAND,"Rs 34,43,697",No,2004
45,DHIRENDRA AGARWAL, 1 ,Chatra,Doctorate,"Rs 7,50,000",RJD,JHARKHAND,"Rs 2,80,85,948",Yes,2004
40,DR. SITA RAM SINGH,0,Chatra,Graduate Professional,"Rs 17,442",IND,JHARKHAND,"Rs 11,29,000",No,2004
60,INDER SINGH NAMDHARI, 1 ,Chatra,Graduate,"Rs 6,34,291",JD(U),JHARKHAND,"Rs 69,00,543",No,2004
40,NAGMANI,0,Chatra,12th Pass,Rs 0,BJP,JHARKHAND,"Rs 24,02,153",No,2004
52,FURKAN ANSARI, 3 ,Godda,Graduate,"Rs 8,00,000",INC,JHARKHAND,"Rs 14,99,897",Yes,2004
43,JAI PRAKASH YADAV, 1 ,Godda,Post Graduate,"Rs 16,000",BSP,JHARKHAND,"Rs 1,31,000",No,2004
38,PRADEEP YADAV, 2 ,Godda,Graduate,Rs 0,BJP,JHARKHAND,"Rs 20,73,126",No,2004
55,SURAJ MANDAL, 1 ,Godda,12th Pass,Rs 0,JD(U),JHARKHAND,"Rs 91,72,936",No,2004
52,TEK LAL MAHTO, 1 ,Giridih,Graduate,Rs 0,JMM,JHARKHAND,"Rs 6,25,000",Yes,2004
39,INDERDEO MAHATO, 5 ,Giridih,10th Pass,"Rs 2,00,000",JD(U),JHARKHAND,"Rs 73,69,800",No,2004
44,CH. LAL SINGH,0,Udhampur,Graduate,"Rs 5,00,000",INC,JAMMU,"Rs 54,00,000",Yes,2004
42,JIA LAL VERMA,0,Udhampur,Graduate,Rs 0,BSP,JAMMU,"Rs 33,46,489",No,2004
41,KHALID NAJIB SUHARWARDY,0,Udhampur,Graduate,Rs 0,JKN,JAMMU,"Rs 27,71,550",No,2004
63,PROF. BHIM SINGH,0,Udhampur,Post Graduate,Rs 0,JKNPP,JAMMU,"Rs 57,200",No,2004
70,PROF. CHAMAN LAL GUPTA,0,Udhampur,Post Graduate,"Rs 6,58,559",BJP,JAMMU,"Rs 72,93,917",No,2004
32,OMAR ABDULLAH,0,Srinagar,Graduate,"Rs 54,998",JKN,JAMMU,"Rs 1,96,84,236",Yes,2004
37,ABDUL RASHID LONE,0,Srinagar,Literate,Rs 0,IND,JAMMU,Nil,No,2004
45,RAVINDRA KUMAR PANDEY, 1 ,Giridih,Graduate,"Rs 29,48,961",BJP,JHARKHAND,"Rs 2,00,98,807",No,2004
56,THUPSTAN CHHEWANG,0,Ladakh,Graduate Professional,"Rs 2,30,415",IND,JAMMU,"Rs 61,39,045",Yes,2004
66,HASSAN KHAN,0,Ladakh,Graduate,Rs 0,JKN,JAMMU,"Rs 30,95,000",No,2004
63,SONAM PALZOR,0,Ladakh,Graduate,Rs 0,BJP,JAMMU,"Rs 50,91,759",No,2004
66,WAZIR MOHD. ALI,0,Ladakh,Graduate,Rs 0,IND,JAMMU,"Rs 10,04,000",No,2004
50,ADVOCATE GHULAM NABI LONE,0,Srinagar,Post Graduate,"Rs 4,17,458",JKPDP,JAMMU,"Rs 3,64,000",No,2004
58,BANSI LAL,0,Srinagar,Doctorate,"Rs 55,00,000",BSP,JAMMU,"Rs 1,25,30,000",No,2004
45,BASHIR AHMAD,0,Srinagar,Graduate Professional,Rs 0,JKNPP,JAMMU,"Rs 5,92,000",No,2004
30,DARAKSHAN ANDRABI,0,Srinagar,Doctorate,Rs 0,SDP,JAMMU,"Rs 92,000",No,2004
38,IFTIKHAR SADIQ,0,Srinagar,Graduate,Rs 0,BJP,JAMMU,"Rs 6,10,000",No,2004
49,KRISHAN KUMAR,0,Srinagar,Graduate Professional,"Rs 3,00,000",IND,JAMMU,"Rs 1,73,10,000",No,2004
52,MEHBOOBA,0,Srinagar,Others,Rs 0,IND,JAMMU,"Rs 40,000",No,2004
29,MOHMAD YOUSUF  WANI,0,Srinagar,Graduate,Rs 0,AIFB,JAMMU,"Rs 5,50,000",No,2004
35,MUSHTAQ SHAMIM,0,Srinagar,Graduate,Rs 0,IND,JAMMU,"Rs 2,10,000",No,2004
38,NAZIR AHMAD KHAN,0,Srinagar,Graduate,"Rs 18,000",IND,JAMMU,"Rs 8,00,000",No,2004
35,PEER ALI SHAH,0,Srinagar,10th Pass,Rs 0,JKAL,JAMMU,"Rs 15,000",No,2004
51,MADAN LAL SHARMA,0,Jammu,10th Pass,"Rs 1,49,750",INC,JAMMU,"Rs 62,17,000",Yes,2004
60,BALBIR SINGH,0,Jammu,Graduate,Rs 0,IND,JAMMU,"Rs 27,30,000",No,2004
43,CH. MOHD. IQBAL,0,Jammu,Graduate,Rs 0,IND,JAMMU,Nil,No,2004
51,CHARANJIT SINGH BALI,0,Jammu,Post Graduate,Rs 0,IND,JAMMU,"Rs 40,000",No,2004
48,DR. NIRMAL SINGH,0,Jammu,Doctorate,Rs 0,BJP,JAMMU,"Rs 4,58,748",No,2004
48,GURDEEP SINGH BIJRAL,0,Jammu,Post Graduate,Rs 0,IND,JAMMU,"Rs 90,900",No,2004
58,JASBIR SINGH,0,Jammu,Graduate,Rs 0,IND,JAMMU,"Rs 4,01,086",No,2004
66,LOCHAN SINGH,0,Jammu,Literate,Rs 0,IND,JAMMU,"Rs 24,59,461",No,2004
32,MUSHTAQ AHMED,0,Jammu,Illiterate,Rs 0,IND,JAMMU,"Rs 5,20,000",No,2004
45,OM PARKASH MALHOTRA,0,Jammu,Not Given,"Rs 43,371",IND,JAMMU,"Rs 40,000",No,2004
28,PANKAJ KOHLI,0,Jammu,10th Pass,Rs 0,SP,JAMMU,"Rs 3,00,000",No,2004
33,QARI ZAHIR ABBAS BHATTI,0,Jammu,10th Pass,"Rs 3,000",JD(S),JAMMU,"Rs 24,80,000",No,2004
46,RAJAN PADRI,0,Jammu,Not Given,Rs 0,AIFB,JAMMU,Nil,No,2004
32,RAMESH CHANDER SHARMA,0,Jammu,10th Pass,Rs 0,IND,JAMMU,"Rs 8,02,000",No,2004
38,S.KULDEEP SINGH,0,Jammu,8th Pass,Rs 0,JKNPP,JAMMU,"Rs 1,27,45,000",No,2004
38,SANJEEV KUMAR MANMOTRA,0,Jammu,10th Pass,Rs 0,LJNSP,JAMMU,"Rs 11,45,000",No,2004
55,SATISH POONCHI,0,Jammu,Not Given,"Rs 81,000",IND,JAMMU,"Rs 11,51,000",No,2004
25,SHAHZAD KHAN,0,Jammu,Not Given,Rs 0,IND,JAMMU,Nil,No,2004
25,SHARAZ AHMAD,0,Jammu,Not Given,Rs 0,IND,JAMMU,Nil,No,2004
41,SHUKEEL KUMAR GUPTA,0,Jammu,12th Pass,Rs 0,IND,JAMMU,"Rs 2,84,500",No,2004
36,SUBASH SHARMA,0,Jammu,12th Pass,Rs 0,IND,JAMMU,"Rs 67,40,000",No,2004
48,SUBHASH CHANDER LANGER,0,Jammu,10th Pass,Rs 0,SPI,JAMMU,"Rs 11,25,000",No,2004
38,SUDESH PURI,0,Jammu,10th Pass,Rs 0,SAP,JAMMU,"Rs 5,67,207",No,2004
54,SURJIT SINGH SLATHIA,0,Jammu,Not Given,"Rs 15,34,462",JKN,JAMMU,"Rs 74,07,600",No,2004
47,TIRATH KUMAR, 3 ,Jammu,Not Given,Rs 0,BSP,JAMMU,"Rs 1,10,69,441",No,2004
65,YUDHVIR SINGH,0,Jammu,Graduate,"Rs 3,200",IND,JAMMU,"Rs 11,97,000",No,2004
54,ABDUL RASHID SHAHEEN,0,Baramulla,Post Graduate,"Rs 10,56,615",JKN,JAMMU,"Rs 1,71,74,843",Yes,2004
82,GHULAM RASOOL KAR,0,Baramulla,Literate,Rs 0,INC,JAMMU,"Rs 74,38,900",No,2004
44,MIR KHURSHEED ABBASI,0,Baramulla,Post Graduate,Rs 0,IND,JAMMU,"Rs 3,00,000",No,2004
51,MOHMAD AKBAR,0,Baramulla,Graduate Professional,"Rs 58,000",BJP,JAMMU,"Rs 20,000",No,2004
51,NIZAM-UDDIN BHAT,0,Baramulla,Post Graduate,"Rs 5,000",JKPDP,JAMMU,"Rs 10,31,057",No,2004
36,SYED MOHD RAFIQ SHAH,0,Baramulla,Literate,Rs 0,JKNPP,JAMMU,"Rs 8,360",No,2004
44,SURESH CHANDEL,0,Hamirpur,Post Graduate,"Rs 10,69,724",BJP,HIMACHAL PRADESH,"Rs 64,26,759",Yes,2004
53,CAPT. S. S.  KALMOTIA ( RETD.),0,Hamirpur,Post Graduate,"Rs 75,000",IND,HIMACHAL PRADESH,"Rs 1,79,028",No,2004
60,COL. MATWAR SINGH ( RETD.),0,Hamirpur,Graduate,"Rs 10,000",IND,HIMACHAL PRADESH,"Rs 1,96,000",No,2004
49,GOPI CHAND,0,Hamirpur,Graduate,Rs 0,IND,HIMACHAL PRADESH,"Rs 5,60,000",No,2004
58,KHUSHI RAM,0,Hamirpur,Graduate,Rs 0,IND,HIMACHAL PRADESH,Nil,No,2004
72,RANJIT SINGH,0,Hamirpur,Post Graduate,Rs 0,JD(S),HIMACHAL PRADESH,"Rs 10,000",No,2004
42,MEHBOOBA MUFTI,0,Anantnag,Graduate Professional,Rs 0,JKPDP,JAMMU,"Rs 4,50,000",Yes,2004
42,AB. MAJEED NAIKOO,0,Anantnag,Illiterate,Rs 0,IND,JAMMU,Nil,No,2004
62,DR. MEHBOOB BEG,0,Anantnag,Doctorate,"Rs 4,94,000",JKN,JAMMU,"Rs 4,65,45,000",No,2004
54,GH. MOHD. TANTARY,0,Anantnag,12th Pass,Rs 0,SAP,JAMMU,Nil,No,2004
59,CHANDER KUMAR,0,Kangra,Post Graduate,"Rs 19,16,918",INC,HIMACHAL PRADESH,"Rs 73,04,760",Yes,2004
62,DHANI RAM,0,Kangra,Illiterate,Rs 0,IND,HIMACHAL PRADESH,"Rs 3,81,056",No,2004
35,GH. MOHI-UD-DIN DAR,0,Anantnag,Not Given,Rs 0,IND,JAMMU,Nil,No,2004
42,GH. RASOOL,0,Anantnag,12th Pass,Rs 0,IND,JAMMU,"Rs 1,10,000",No,2004
39,HAMIDULLAH WANI,0,Anantnag,10th Pass,Rs 0,AIFB,JAMMU,"Rs 62,73,500",No,2004
32,IMTIYAZ AHMAD RATHER,0,Anantnag,Not Given,Rs 0,IND,JAMMU,Rs 600,No,2004
54,KISHAN SINGH SANGWAN,0,Sonepat,Post Graduate,"Rs 8,47,138",BJP,HARYANA,"Rs 77,77,238",Yes,2004
48,BALBIR SINGH, 1 ,Sonepat,Not Given,Rs 0,Rashtriya Swabhimaan Party,HARYANA,"Rs 4,00,250",No,2004
35,BASANT,0,Sonepat,10th Pass,Rs 0,IND,HARYANA,"Rs 2,83,000",No,2004
54,MOHAMAD YUSUF TARIGAMI,0,Anantnag,12th Pass,Rs 0,CPM,JAMMU,"Rs 55,16,268",No,2004
65,MOHD. MAQBOOL DAR,0,Anantnag,Post Graduate,Rs 0,IND,JAMMU,"Rs 15,30,000",No,2004
54,MOHD. YOUSUF QURASHI,0,Anantnag,Not Given,Rs 0,RLD,JAMMU,"Rs 30,00,000",No,2004
43,RAMESH KUMAR BHAT,0,Anantnag,10th Pass,Rs 0,IND,JAMMU,"Rs 14,19,045",No,2004
52,BRAHAM SINGH, 1 ,Sonepat,Post Graduate,Rs 0,IND,HARYANA,"Rs 15,47,000",No,2004
60,DHARAM PAL SINGH MALIK,0,Sonepat,Post Graduate,"Rs 15,288",INC,HARYANA,"Rs 71,34,286",No,2004
53,HARI PARKASH, 2 ,Sonepat,10th Pass,Rs 0,IND,HARYANA,"Rs 10,27,757",No,2004
50,JAGBIR SINGH MALIK,0,Sonepat,Graduate Professional,Rs 0,IND,HARYANA,"Rs 45,91,603",No,2004
63,JAGDISH RAI AGGARWAL,0,Sonepat,10th Pass,Rs 0,IND,HARYANA,"Rs 95,00,672",No,2004
35,SANJAY SARAF,0,Anantnag,Post Graduate,Rs 0,LJNSP,JAMMU,"Rs 3,80,000",No,2004
42,SOFI MOHD. YOUSUF,0,Anantnag,10th Pass,Rs 0,BJP,JAMMU,"Rs 2,70,000",No,2004
35,JAI KISHAN,0,Sonepat,Graduate,"Rs 80,000",IND,HARYANA,"Rs 29,10,458",No,2004
41,KIRPAL SINGH,0,Sonepat,Post Graduate,Rs 0,JD(S),HARYANA,"Rs 10,22,800",No,2004
30,KRISHAN,0,Sonepat,Graduate,Rs 0,IND,HARYANA,"Rs 41,500",No,2004
30,KRISHNA MALIK,0,Sonepat,Graduate,Rs 0,INLD,HARYANA,"Rs 41,500",No,2004
28,NAVEEN KUMAR,0,Sonepat,10th Pass,Rs 0,IND,HARYANA,"Rs 10,000",No,2004
39,SANT RAM,0,Sonepat,Post Graduate,Rs 0,IND,HARYANA,"Rs 5,86,000",No,2004
46,SATBIR,0,Sonepat,12th Pass,"Rs 1,50,000",IND,HARYANA,"Rs 54,52,500",No,2004
43,SATYA PAL,0,Sonepat,10th Pass,"Rs 3,12,000",LJNSP,HARYANA,"Rs 20,56,500",No,2004
35,SHAMSHER,0,Sonepat,12th Pass,"Rs 31,200",IND,HARYANA,"Rs 2,81,000",No,2004
26,SITYENDER,0,Sonepat,10th Pass,Rs 0,IND,HARYANA,"Rs 57,000",No,2004
56,SUBE SINGH,0,Sonepat,Post Graduate,Rs 0,JCP,HARYANA,"Rs 55,06,672",No,2004
50,SUGAN GUPTA,0,Sonepat,10th Pass,Rs 0,BSP,HARYANA,"Rs 22,76,412",No,2004
66,ATMA SINGH GILL,0,Sirsa,5th Pass,"Rs 2,80,000",INC,HARYANA,"Rs 13,02,714",Yes,2004
36,AMI LAL,0,Sirsa,Not Given,Rs 0,RVP,HARYANA,"Rs 4,06,500",No,2004
49,DESRAJ,0,Sirsa,5th Pass,"Rs 30,000",IND,HARYANA,"Rs 91,500",No,2004
47,DR. RAMESH BHUKAL,0,Sirsa,Doctorate,"Rs 8,53,000",BSP,HARYANA,"Rs 24,20,600",No,2004
41,DR. SUSHIL INDORA,0,Sirsa,Doctorate,"Rs 13,97,181",INLD,HARYANA,"Rs 60,20,496",No,2004
50,MAHAVIR PARSHAD, 2 ,Sirsa,Post Graduate,"Rs 13,38,735",BJP,HARYANA,"Rs 2,03,48,798",No,2004
51,RAIR CHAND,0,Sirsa,10th Pass,"Rs 67,000",HVP,HARYANA,"Rs 43,13,170",No,2004
31,VIKARAMJIT,0,Sirsa,10th Pass,"Rs 1,50,000",IND,HARYANA,"Rs 3,62,000",No,2004
47,PRATIBHA SINGH,0,Mandi,Graduate,"Rs 15,42,808",INC,HIMACHAL PRADESH,"Rs 23,02,88,018",Yes,2004
70,KASHMIR SINGH GULERIA,0,Mandi,Post Graduate,Rs 0,IND,HIMACHAL PRADESH,"Rs 11,69,000",No,2004
55,MAHESHWAR SINGH,0,Mandi,12th Pass,Rs 0,BJP,HIMACHAL PRADESH,"Rs 2,10,41,817",No,2004
35,MOHAN LAL SAHNI,0,Mandi,Post Graduate,Rs 0,BSP,HIMACHAL PRADESH,Nil,No,2004
41,SHAN MOHAMMAD,0,Mandi,Graduate,"Rs 70,000",IND,HIMACHAL PRADESH,"Rs 63,42,500",No,2004
63,DHANI RAM SHANDIL,0,Simla,Doctorate,Rs 958,INC,HIMACHAL PRADESH,"Rs 92,72,958",Yes,2004
55,HIRA NAND KASHYAP,0,Simla,Post Graduate,"Rs 40,300",BJP,HIMACHAL PRADESH,"Rs 35,28,287",No,2004
45,SOM NATH,0,Simla,10th Pass,"Rs 47,000",BSP,HIMACHAL PRADESH,"Rs 65,20,000",No,2004
54,BHUPINDER SINGH, 1 ,Rohtak,Graduate Professional,"Rs 4,57,151",INC,HARYANA,"Rs 94,86,571",Yes,2004
36,ABHIMANYU,0,Rohtak,Graduate,Rs 0,BJP,HARYANA,"Rs 4,43,75,405",No,2004
33,AJAY KUMAR,0,Rohtak,Graduate,Rs 0,IND,HARYANA,"Rs 76,056",No,2004
34,AJAY SINGH,0,Rohtak,12th Pass,"Rs 58,000",AIFB,HARYANA,"Rs 45,14,500",No,2004
33,ANOOP SINGH,0,Rohtak,10th Pass,Rs 0,RVP,HARYANA,"Rs 3,39,070",No,2004
59,ANOOP SINGH MATANHAIL,0,Rohtak,10th Pass,Rs 0,IND,HARYANA,"Rs 4,26,152",No,2004
39,BHARPUR,0,Rohtak,Post Graduate,"Rs 2,88,521",RLD,HARYANA,"Rs 27,27,000",No,2004
62,BHIM SINGH,0,Rohtak,Graduate,"Rs 4,39,167",INLD,HARYANA,"Rs 58,04,973",No,2004
28,BIMLA,0,Rohtak,Graduate,Rs 0,BRPP,HARYANA,"Rs 1,60,000",No,2004
28,GEETA,0,Rohtak,Doctorate,"Rs 2,00,000",BSP,HARYANA,"Rs 9,12,640",No,2004
